62 28.0000 1 2.0000 3.0000 4.8333 3.0833 3.6667 4.8000 4.0833 3.6000 5.2000 3.2083 5.1667 1.6000 4.6667 2.8000
65 22.0000 1 1.0000 4.0000 3.6667 5.3333 2.5000 4.6000 4.1667 2.6000 2.2000 5.4583 5.3333 3.8000 5.0000 2.4000
66 35.0000 0 1.0000 2.0000 4.3333 6.0833 3.5000 3.2000 4.2917 6.2000 3.6000 5.2083 7.0000 2.2000 6.8333 2.8000
21 27.0000 1 4.0000 3.0000 4.0000 4.1667 3.5000 3.8000 4.2500 4.4000 3.8000 5.1250 5.0000 4.2000 4.3333 4.4000
24 38.0000 1 1.0000 4.0000 4.8333 4.1667 2.8333 5.6000 4.6667 4.0000 4.8000 3.8333 4.6667 3.2000 4.3333 2.8000
14 32.0000 0 1.0000 1.0000 5.1667 5.1667 2.8333 5.2000 4.4583 3.4000 2.0000 4.5833 3.8333 3.4000 6.1667 3.0000
11 28.0000 0 3.0000 2.0000 6.1667 4.0833 4.1667 4.2000 4.2917 3.6000 5.0000 3.7500 5.0000 3.2000 3.1667 2.4000
47 27.0000 1 2.0000 5.0000 5.3333 4.8333 4.5000 5.4000 3.9167 3.0000 3.4000 3.4167 2.6667 2.2000 4.3333 1.8000
37 35.0000 1 1.0000 3.0000 4.8333 4.2500 3.1667 4.2000 4.1667 2.2000 2.6000 4.0417 5.1667 1.6000 3.3333 2.2000
48 29.0000 1 1.0000 3.0000 3.8333 3.6667 3.1667 3.8000 3.1250 4.2000 3.6000 3.9167 4.8333 2.8000 4.5000 1.8000
67 26.0000 0 2.0000 3.0000 4.6667 3.4167 3.5000 4.2000 3.6667 3.2000 4.8000 3.4583 5.3333 2.6000 2.3333 4.0000
38 39.0000 0 2.0000 3.0000 5.6667 5.6667 3.5000 3.4000 4.7917 4.2000 3.4000 4.6250 5.1667 2.0000 3.8333 4.4000
68 33.0000 0 2.0000 4.0000 2.8333 6.1667 3.8333 5.2000 4.9583 6.2000 1.4000 5.0000 5.0000 1.0000 6.8333 1.0000
24 22.0000 0 1.0000 3.0000 2.6667 5.6667 3.6667 6.4000 4.7917 4.0000 1.0000 5.0417 4.5000 3.2000 5.6667 1.4000
40 37.0000 1 4.0000 3.0000 4.0000 6.0000 4.1667 4.2000 4.1667 5.0000 2.8000 5.3750 6.1667 2.0000 5.5000 1.6000
62 39.0000 1 2.0000 4.0000 3.1667 2.2500 2.6667 5.4000 4.7500 4.8000 4.8000 4.2500 5.6667 2.0000 2.5000 4.2000
69 22.0000 1 1.0000 5.0000 4.3333 4.7500 3.5000 4.8000 4.6667 5.4000 3.6000 5.3750 3.5000 3.0000 4.1667 3.6000
29 38.0000 1 0.5000 3.0000 4.6667 6.1667 1.1667 4.2000 4.9583 4.6000 2.4000 4.0833 4.6667 5.2000 5.3333 1.0000
5 34.0000 1 4.0000 4.0000 5.3333 4.3333 4.0000 4.8000 4.5417 3.0000 4.4000 3.9583 4.0000 1.4000 2.0000 3.6000
48 37.0000 1 2.0000 2.0000 4.3333 3.4167 3.6667 5.0000 2.5833 4.2000 5.2000 3.7083 4.8333 3.4000 4.5000 4.0000
52 22.0000 1 2.0000 4.0000 4.6667 6.4167 2.6667 4.8000 3.8333 4.8000 2.0000 5.0000 5.1667 2.4000 6.3333 2.0000
32 35.0000 1 2.0000 3.0000 3.8333 4.6667 2.6667 3.4000 4.2083 4.0000 2.2000 4.7917 6.8333 1.8000 6.6667 1.8000
70 29.0000 1 5.0000 3.0000 3.8333 3.6667 4.1667 4.0000 5.3750 4.0000 3.0000 4.0417 6.6667 2.4000 4.6667 2.8000
27 33.0000 0 5.0000 5.0000 5.6667 4.4167 2.5000 3.2000 4.9167 3.4000 4.4000 4.7083 1.0000 3.2000 6.0000 2.8000
59 28.0000 1 1.0000 3.0000 3.3333 3.9167 3.1667 4.6000 3.7500 3.6000 2.4000 4.1667 6.5000 2.4000 5.0000 1.4000
71 34.0000 0 2.0000 4.0000 2.8333 6.3333 3.6667 4.8000 3.9167 6.8000 2.8000 4.4583 4.1667 1.4000 3.8333 1.4000
38 29.0000 1 2.0000 3.0000 4.0000 5.1667 2.0000 4.8000 4.9583 5.2000 2.4000 4.5000 4.8333 2.0000 4.8333 2.2000
8 29.0000 0 2.0000 5.0000 4.6667 5.9167 3.1667 5.0000 3.0000 3.2000 2.6000 4.1667 4.8333 2.4000 4.6667 2.0000
26 30.0000 0 2.0000 4.0000 5.1667 5.2500 3.8333 3.6000 4.4583 3.8000 3.8000 4.4583 4.6667 2.6000 4.8333 2.2000
6 31.0000 1 2.0000 3.0000 5.5000 6.0833 1.8333 5.4000 3.4583 5.0000 4.4000 4.7500 4.3333 1.6000 4.6667 3.0000
71 27.0000 1 1.0000 3.0000 3.5000 2.8333 2.6667 5.6000 4.0000 5.0000 5.0000 5.5833 5.6667 1.2000 4.6667 3.0000
48 37.0000 1 2.0000 4.0000 3.0000 3.8333 3.5000 3.0000 3.2500 4.4000 4.0000 3.3750 6.8333 2.6000 1.6667 4.6000
46 31.0000 1 2.0000 4.0000 4.3333 4.0000 2.6667 3.2000 5.5417 3.8000 3.6000 5.0000 6.1667 1.2000 6.3333 2.0000
52 27.0000 0 1.0000 3.0000 4.8333 5.0833 2.8333 4.4000 4.0417 5.6000 4.0000 3.7917 4.1667 2.8000 5.6667 3.6000
49 26.0000 0 1.0000 3.0000 4.1667 5.5833 2.8333 4.4000 4.2500 5.0000 2.6000 4.5417 5.6667 2.6000 2.8333 2.8000
66 30.0000 0 1.0000 5.0000 2.6667 5.6667 3.0000 4.0000 3.4583 4.8000 1.8000 3.8333 5.5000 1.2000 6.0000 1.8000
42 27.0000 0 2.0000 4.0000 5.1667 3.8333 1.8333 4.4000 5.2083 3.2000 4.2000 4.8750 6.0000 1.0000 3.3333 2.8000
10 26.0000 1 3.0000 1.0000 3.8333 5.5000 4.0000 5.4000 3.7917 4.6000 3.6000 5.0000 4.0000 5.2000 4.1667 2.4000
50 27.0000 0 2.0000 4.0000 3.8333 4.7500 2.5000 5.0000 4.0000 3.6000 3.0000 3.5417 5.0000 3.0000 5.1667 1.8000
70 30.0000 1 3.0000 1.0000 4.0000 4.7500 3.6667 3.8000 3.8750 4.6000 3.2000 6.1667 5.5000 2.8000 5.5000 2.6000
13 29.0000 0 6.0000 4.0000 3.3333 5.2500 2.0000 5.4000 3.1250 6.4000 3.2000 4.4167 4.3333 2.8000 5.1667 2.2000
65 26.0000 0 5.0000 5.0000 4.0000 5.0000 4.8333 4.2000 4.1250 6.4000 3.8000 4.7083 6.8333 1.0000 5.0000 4.2000
5 27.0000 0 2.0000 4.0000 4.0000 5.0000 2.5000 5.0000 3.8333 5.0000 3.2000 4.7500 4.5000 2.8000 5.3333 2.2000
15 22.0000 1 2.0000 2.0000 4.5000 4.3333 4.5000 4.6000 4.4583 3.4000 3.4000 2.5833 3.6667 4.6000 3.0000 2.4000
61 26.0000 0 4.0000 2.0000 4.1667 5.7500 2.1667 5.0000 4.0000 3.2000 1.2000 6.3750 4.1667 2.0000 5.5000 2.2000
72 24.0000 1 1.0000 5.0000 3.6667 6.0833 4.3333 5.8000 5.2917 6.4000 3.4000 5.7917 3.6667 1.0000 5.5000 2.8000
2 31.0000 1 1.0000 2.0000 2.6667 5.2500 2.3333 3.2000 4.7917 3.8000 1.0000 4.2917 5.8333 2.2000 4.0000 2.0000
73 33.0000 1 2.0000 3.0000 4.5000 3.3333 2.6667 4.2000 4.4167 4.6000 4.2000 4.6250 4.3333 3.4000 6.3333 2.8000
67 35.0000 0 3.0000 5.0000 2.6667 5.5833 4.0000 4.8000 3.5417 4.0000 1.2000 5.4167 4.3333 4.0000 5.3333 1.4000
25 28.0000 0 2.0000 1.0000 3.6667 4.7500 2.1667 5.2000 4.0417 4.2000 2.8000 4.1250 3.3333 3.4000 5.0000 1.0000
46 22.0000 1 1.0000 3.0000 4.8333 5.4167 2.8333 4.0000 4.6250 4.6000 3.4000 4.7500 4.0000 1.8000 5.8333 2.0000
73 22.0000 0 3.0000 5.0000 4.5000 3.2500 4.1667 2.8000 4.3333 4.6000 6.8000 5.7500 3.6667 2.6000 3.3333 4.6000
63 34.0000 1 1.0000 4.0000 3.1667 4.0833 2.5000 6.0000 4.5000 4.8000 3.6000 4.7083 6.0000 2.4000 4.6667 3.6000
14 32.0000 1 1.0000 2.0000 4.8333 5.0000 4.6667 4.0000 4.8750 2.8000 3.2000 4.0417 4.5000 3.6000 4.8333 4.0000
24 31.0000 1 2.0000 4.0000 5.8333 4.3333 3.1667 5.2000 5.2500 4.0000 5.2000 4.7917 4.5000 2.4000 5.8333 4.4000
74 26.0000 0 4.0000 1.0000 2.5000 6.1667 4.5000 3.2000 5.3333 5.2000 1.0000 4.5417 3.1667 2.6000 5.8333 2.0000
33 30.0000 1 1.0000 5.0000 2.6667 5.0000 3.1667 4.8000 4.7083 4.4000 1.2000 5.2083 4.8333 2.8000 4.8333 1.0000
50 35.0000 0 2.0000 3.0000 4.6667 5.1667 4.0000 4.6000 3.3750 4.4000 4.0000 4.0417 2.6667 2.4000 5.1667 3.6000
56 29.0000 0 2.0000 3.0000 3.0000 5.1667 4.0000 3.2000 5.5000 5.6000 1.0000 4.5833 5.1667 1.4000 6.3333 2.2000
11 22.0000 1 1.0000 3.0000 3.5000 3.8333 5.0000 6.0000 4.3750 4.6000 4.2000 3.8750 3.1667 4.2000 5.1667 2.8000
64 29.0000 0 3.0000 3.0000 4.8333 4.1667 4.0000 3.8000 3.5417 3.6000 4.6000 4.9167 3.1667 2.8000 5.0000 4.0000
22 31.0000 1 2.0000 4.0000 4.5000 4.6667 4.1667 5.0000 4.4583 4.2000 2.4000 3.0833 3.8333 4.8000 4.6667 2.8000
75 36.0000 1 3.0000 4.0000 5.1667 5.3333 2.8333 5.2000 3.8750 5.0000 5.0000 4.7083 4.3333 2.6000 4.5000 4.0000
62 24.0000 0 2.0000 2.0000 3.8333 5.3333 3.5000 4.8000 4.0417 4.0000 2.4000 5.0833 5.3333 2.8000 6.3333 2.4000
58 26.0000 0 1.0000 3.0000 2.8333 5.0833 4.5000 5.0000 3.4167 3.4000 1.6000 4.0833 2.5000 3.2000 4.6667 1.2000
17 37.0000 1 4.0000 4.0000 3.8333 5.8333 3.5000 4.4000 5.0833 4.8000 3.2000 4.8333 3.6667 2.4000 5.8333 3.6000
60 42.0000 0 1.0000 2.0000 4.5000 5.6667 4.1667 4.6000 3.8750 6.0000 3.0000 4.5000 4.3333 3.4000 5.8333 2.0000
12 32.0000 0 3.0000 2.0000 4.8333 5.0833 3.5000 5.6000 4.1667 3.8000 3.4000 4.8750 4.1667 3.6000 6.1667 2.8000
57 32.0000 0 1.0000 5.0000 3.3333 6.2500 4.3333 5.8000 3.2500 5.0000 3.4000 4.6250 6.6667 3.0000 5.0000 2.0000
47 32.0000 1 4.0000 3.0000 4.6667 4.5000 3.5000 4.4000 4.7083 5.8000 5.8000 5.0833 6.1667 1.4000 4.6667 2.0000
55 34.0000 0 2.0000 3.0000 4.1667 3.6667 4.1667 4.4000 3.7500 3.6000 3.0000 3.9167 5.1667 2.2000 4.3333 2.6000
55 40.0000 1 1.0000 2.0000 2.1667 3.9167 3.1667 3.2000 4.5000 4.0000 1.2000 3.8750 3.3333 1.2000 4.8333 2.6000
