"model","moderator","path","high","low","diff"
"M2","PowerDistance","Autocratic->BE->THR",-0.0568522481216692,-0.0511011034973227,-0.00575114462434651
"M2","PowerDistance","Autocratic->BE->OCBS",-0.0310305180158339,-0.0278515969389674,-0.00317892107686654
"M2","PowerDistance","Autocratic->BE->CWBS",0.155582820411068,0.139563880754522,0.0160189396565463
"M2","Narcissism","Empowering->BE->THR",0.0593973715933593,0.0528826894715454,0.00651468212181385
"M2","Narcissism","Empowering->BE->OCBS",0.032722571209687,0.0289339763896462,0.0037885948200408
"M2","Narcissism","Empowering->BE->CWBS",-0.162734814951231,-0.14450683702307,-0.018227977928161
"M2","PowerDistance","Empowering->BE->THR",0.0410512937719856,0.0709507692319886,-0.029899475460003
"M2","PowerDistance","Empowering->BE->OCBS",0.0226674036436675,0.039200520456883,-0.0165331168132155
"M2","PowerDistance","Empowering->BE->CWBS",-0.112543367181323,-0.194769154016427,0.0822257868351037
"M2","Narcissism","Autocratic->ME->THR",-0.102652871193178,-0.0968314597625142,-0.00582141143066351
"M2","Narcissism","Autocratic->ME->OCBS",-0.0240870942589607,-0.0226778046378252,-0.00140928962113546
"M2","Narcissism","Autocratic->ME->CWBS",0.0295216595566549,0.0278362211333581,0.00168543842329676
"M2","PowerDistance","Autocratic->ME->THR",-0.0777472470742998,-0.122001734926411,0.0442544878521114
"M2","PowerDistance","Autocratic->ME->OCBS",-0.0178840961793325,-0.0280728833831087,0.0101887872037762
"M2","PowerDistance","Autocratic->ME->CWBS",0.0224328265092451,0.0350951493606257,-0.0126623228513806
"M2","Narcissism","Empowering->ME->THR",0.0520901852302293,0.0728655500306738,-0.0207753648004445
"M2","Narcissism","Empowering->ME->OCBS",0.0120674575080646,0.0167693544593147,-0.00470189695125003
"M2","Narcissism","Empowering->ME->CWBS",-0.0147683944184259,-0.0206400560181966,0.0058716615997707
"M2","PowerDistance","Empowering->ME->THR",0.0609356039110804,0.0645083425028704,-0.00357273859178994
"M2","PowerDistance","Empowering->ME->OCBS",0.0138037184547033,0.014600040200984,-0.000796321746280688
"M2","PowerDistance","Empowering->ME->CWBS",-0.0177263186001065,-0.018702581976578,0.000976263376471485
"M3","Narcissism","Autocratic->BE->THR",-0.0417737958985704,-0.0361034600098226,-0.00567033588874784
"M3","Narcissism","Autocratic->BE->OCBS",-0.237115468345441,-0.204563910886581,-0.0325515574588604
"M3","Narcissism","Autocratic->BE->CWBS",0.1273735841367,0.109889634187039,0.0174839499496609
"M3","PowerDistance","Autocratic->BE->THR",-0.0404386138891736,-0.0372592058199217,-0.00317940806925191
"M3","PowerDistance","Autocratic->BE->OCBS",-0.230029805695224,-0.211756937366284,-0.0182728683289404
"M3","PowerDistance","Autocratic->BE->CWBS",0.124072462039529,0.11403500487862,0.0100374571609089
"M3","Narcissism","Empowering->BE->THR",0.042771090223682,0.0385430722301114,0.00422801799357058
"M3","Narcissism","Empowering->BE->OCBS",0.240175475343559,0.216521862992673,0.023653612350886
"M3","Narcissism","Empowering->BE->CWBS",-0.129682405203931,-0.116752372829511,-0.0129300323744194
"M3","PowerDistance","Empowering->BE->THR",0.0298127068453181,0.0507732718618062,-0.020960565016488
"M3","PowerDistance","Empowering->BE->OCBS",0.168822085907738,0.289322545210268,-0.12050045930253
"M3","PowerDistance","Empowering->BE->CWBS",-0.0910333158638636,-0.15584018640489,0.0648068705410261
"M3","Narcissism","Autocratic->ME->THR",-0.0779139037102562,-0.0743315941154752,-0.00358230959478096
"M3","Narcissism","Autocratic->ME->OCBS",-0.24225923821146,-0.231008830039321,-0.0112504081721385
"M3","Narcissism","Autocratic->ME->CWBS",0.278412150062326,0.266005735635152,0.0124064144271737
"M3","PowerDistance","Autocratic->ME->THR",-0.0602377468717879,-0.0916804944393194,0.0314427475675316
"M3","PowerDistance","Autocratic->ME->OCBS",-0.187646497366378,-0.285831378889826,0.0981848815234476
"M3","PowerDistance","Autocratic->ME->CWBS",0.215354888206777,0.328309874196015,-0.112954985989238
"M3","Narcissism","Empowering->ME->THR",0.0406842516322144,0.0557331968969068,-0.0150489452646924
"M3","Narcissism","Empowering->ME->OCBS",0.125953946840727,0.172630210381403,-0.0466762635406758
"M3","Narcissism","Empowering->ME->CWBS",-0.14551508678648,-0.198622818994139,0.0531077322076591
"M3","PowerDistance","Empowering->ME->THR",0.0462174751619166,0.0496615355598754,-0.00344406039795877
"M3","PowerDistance","Empowering->ME->OCBS",0.144187239604188,0.155105955100173,-0.0109187154959854
"M3","PowerDistance","Empowering->ME->CWBS",-0.165604063058675,-0.17860948037201,0.0130054173133347
