"model","moderator","path","high","low","diff"
"M2","Narcissism","Empowering->ME->OCBS",0.0819882524620945,0.114118626375523,-0.0321303739134281
"M2","Narcissism","Empowering->ME->CWBS",-0.0849168381801363,-0.118358806150303,0.0334419679701667
"M2","PowerDistance","Empowering->ME->THR",0.119237797921908,0.126214447112857,-0.00697664919094902
"M2","PowerDistance","Empowering->ME->OCBS",0.0950928850702061,0.100630552222595,-0.00553766715238871
"M2","PowerDistance","Empowering->ME->CWBS",-0.0995263397660433,-0.104858929021419,0.00533258925537612
"M3","Narcissism","Autocratic->BE->THR",-0.134023497152741,-0.115758537630126,-0.0182649595226152
"M3","Narcissism","Autocratic->BE->OCBS",-0.242958706343469,-0.209603958417121,-0.0333547479263478
"M3","Narcissism","Autocratic->BE->CWBS",0.123997287527445,0.10697760434597,0.017019683181475
"M3","PowerDistance","Autocratic->BE->THR",-0.129911497756111,-0.119783167538585,-0.0101283302175259
"M3","PowerDistance","Autocratic->BE->OCBS",-0.235703559729687,-0.216980026205394,-0.0187235335242932
"M3","PowerDistance","Autocratic->BE->CWBS",0.120794728728209,0.1110215052298,0.00977322349840984
"M3","Narcissism","Empowering->BE->THR",0.136311512627729,0.122741975294235,0.0135695373334935
"M3","Narcissism","Empowering->BE->OCBS",0.246102253097169,0.221864912475474,0.0242373406216945
"M3","Narcissism","Empowering->BE->CWBS",-0.126253484260167,-0.113665001015393,-0.0125884832447737
"M3","PowerDistance","Empowering->BE->THR",0.0956350365189133,0.163032532533797,-0.0673974960148833
"M3","PowerDistance","Empowering->BE->OCBS",0.17298137040654,0.296449993149527,-0.123468622742988
"M3","PowerDistance","Empowering->BE->CWBS",-0.0886299226766061,-0.151726371532403,0.063096448855797
"M3","Narcissism","Autocratic->ME->THR",-0.137565623024501,-0.131292978388164,-0.00627264463633731
"M3","Narcissism","Autocratic->ME->OCBS",-0.253996824592137,-0.242201366587202,-0.0117954580049348
"M3","Narcissism","Autocratic->ME->CWBS",0.290561888784708,0.277611713330579,0.0129501754541285
"M3","PowerDistance","Autocratic->ME->THR",-0.106509257572907,-0.162193029592448,0.0556837720195412
"M3","PowerDistance","Autocratic->ME->OCBS",-0.196738677552511,-0.299681944352534,0.102943266800023
"M3","PowerDistance","Autocratic->ME->CWBS",0.224767887619306,0.342661713345244,-0.117893825725938
"M3","Narcissism","Empowering->ME->THR",0.0718514937611456,0.0983812151768249,-0.0265297214156793
"M3","Narcissism","Empowering->ME->OCBS",0.132062051019687,0.181001026708014,-0.0489389756883267
"M3","Narcissism","Empowering->ME->CWBS",-0.151869065908352,-0.207297005821893,0.0554279399135414
"M3","PowerDistance","Empowering->ME->THR",0.0817684657899131,0.0878505204422859,-0.00608205465237273
"M3","PowerDistance","Empowering->ME->OCBS",0.151160444922727,0.162607317715413,-0.0114468727926863
"M3","PowerDistance","Empowering->ME->CWBS",-0.172832294953713,-0.186407836850641,0.0135755418969283
